ID_Empresa;RazaoSocial;ID_Classificacao;Endereco;Municipio;UF;Telefone;NumLicencaFEEMA;ValorContrato;ValorTonelada;FlagRelContaminado;FlagRelReciclavel;FlagRelSucata;TipoResumoGeral;Responsavel;Obs;ID_Fantasia;CEP;CNPJ;InscEstado;InscMunic;Email;TelefoneII
370;"Ferpan Comercio de Metais Ltda";1;"Rua Prof. Rodolfo Davi Gomes, 180 - Novo Cavaleiros";Macae;RJ;NULL;NULL;NULL;NULL;F;F;F;1;"Sra. Lorenna Vilela";NULL;75;NULL;NULL;NULL;NULL;NULL;NULL
371;"ELFE - Soluçao em Serviços Ltda.";1;"Rua 01 n 85 - Imboassica";Macae;RJ;(22)2106-3000;NULL;NULL;NULL;F;F;F;1;"Sr. Flavio Machado";...;107;NULL;97428668000176;84346055;NULL;NULL;NULL
372;"Pride do Brasil Serv. Petroleo Ltda - SS47 AR";1;"Rua Internacional, 1000 - G. dos Cavaleiros";Macae;RJ;(22)27918100;NULL;NULL;NULL;F;F;F;1;"Sra.  Veronica Rocha";NULL;20;NULL;NULL;NULL;NULL;NULL;NULL
373;"Technip Brasil - Eng., Inst. e Apoio Maritimo S.A";1;"Rua Maria Braga Lima,  62 - Cajueiros";Macae;RJ;"(22) 2763-3924";NULL;NULL;NULL;F;F;F;1;"Sr. Fabio Rocha";...;108;NULL;68915891002002;78299657;NULL;NULL;NULL
374;"Technip Brasil - Eng., Inst.  Ap. S.A Sunrise 2000";1;"Rua Maria Braga Lima  N 62 - Cajueiros";Macae;RJ;"(22) 2763-3924";NULL;NULL;NULL;F;F;F;1;"Sr° Fabio Rocha";NULL;108;NULL;68915891002002;78299657;NULL;NULL;NULL
376;"Bos Navegaçao  S/A TOISA VOYAGER";1;"Rua Abilio M. Miranda, 606 - P.V. Miranda";Macae;Rj;NULL;NULL;NULL;NULL;F;F;F;1;"Sr°  Felipe Meira";NULL;17;NULL;02873539000180;76099960;NULL;NULL;NULL
377;"Brasdril Sociedade de Perf. Ltda - SS 43";1;"Rua da Perfuração, 1 - Lt Pq de Tubos - Imboassica";Macae;RJ;"(22) 2123-5600";NULL;NULL;NULL;F;F;F;1;"Srª Rosangela Cabral Fernandes";NULL;12;27925540;42101311000782;85968637;NULL;NULL;NULL
378;"Pride do Brasil Serv. Petroleo Ltda SS60 Arra";1;"Rua Internacional, 1000 - G. dos Cavaleiros";Macae;RJ;(22)27918100;NULL;NULL;NULL;F;F;F;1;"Sra. Veronica Rocha";NULL;20;NULL;04336088000178;10008212;NULL;NULL;NULL
379;"Brasdril Sociedade de Perf. Ltda - SS 64";1;"Rua da Perfuração, 1 - Lt Pq de Tubos - Imboassica";Macae;RJ;"(22) 2123-5600";NULL;NULL;NULL;F;F;F;1;"Srª Rosangela Cabral Fernandes";...;12;27925540;42101311000782;85968637;NULL;NULL;NULL
380;"Noble do Brasil S/C Ltda - SS 62";1;"Rua Alameda do AÃ§ude, 175 - Novo Cavaleiros";Macae;RJ;NULL;NULL;NULL;NULL;F;F;F;1;"Sra. Paula Salles / Marcele Meireles";NULL;10;NULL;40330078000199;10000890;NULL;NULL;NULL
381;"Bos Navegaçao  S/A FAR SWIFT";1;"Rua Abilio M. Miranda, 606 - P.V. Miranda";Macae;Rj;NULL;NULL;NULL;NULL;F;F;F;1;"Sr°  Felipe Meira";NULL;17;NULL;02873539000180;76099960;NULL;NULL;NULL
382;"Etesco Construçoes e Comercio Ltda";1;"Av. Nossa Senhora da Gloria, 1365 - Cavaleiros";Macae;RJ;NULL;NULL;NULL;NULL;F;F;F;1;" Sr. SERGIO CHUQUI";...;109;27920360;61329181000270;78188782;NULL;NULL;NULL
383;"Schlumberger S. Petroleo LTDA";1;"Rua Internacional,loteamento Novo Cavalheiros n°500 - Granja";Macae;RJ;(22)2763-5195;NULL;NULL;NULL;F;F;F;1;"Sr° Gustavo Valladão";NULL;110;NULL;NULL;NULL;NULL;NULL;NULL
384;"Schlumberger S. Petroleo LTDA- Base Teleporto";1;"Rua Prof. Davis Gomes, S/N -Novo Cavalheiros";Macae;RJ;(22)2763-5195;NULL;NULL;NULL;F;F;F;1;"SrÂ° Ricardo Walter";NULL;111;NULL;NULL;NULL;NULL;NULL;NULL
385;"Acergy Brasil S/A - N. MERMAID";1;"Av. Pref. Aristeu F. Silva, 1661 Novo Cavaleiros";Macae;RJ;NULL;NULL;NULL;NULL;F;F;F;1;"Sr. Joubert Tomaz de Souza Jr";NULL;1;NULL;NULL;NULL;NULL;NULL;NULL
386;"Transocean Brasil Ltda - NS16";1;"Av. Pref. Aristeu F. Silva, 250 - N. Cavaleiros";Macae;RJ;"(22) 2791-4444";NULL;NULL;NULL;F;F;F;1;"SrÂª Daniele Azevedo";NULL;18;NULL;40278681000179;84662895;NULL;NULL;NULL
387;"Transocean Brasil Ltda - SS 63";1;"Av. Pref. Aristeu F. Silva, 2.500 - N. Cavaleiros";Macae;RJ;"(22) 2791-4444";NULL;NULL;NULL;F;F;F;1;"SrÂª Daniele Azevedo";NULL;18;NULL;NULL;NULL;NULL;NULL;NULL
388;"Frontier Drilling do Brasil Ltda";1;"AV. NOSSA SENHORA DA PENHA, 387 - SANTA LÃ?Â?CIA";VITORIA;ES;"(27) 3334-8634";NULL;NULL;NULL;F;F;F;1;"SrÂ° Tatiana Silva";...;112;NULL;NULL;NULL;NULL;NULL;NULL
389;"Etesco Construçoes e Comercio Ltda -  NS 16";1;"Av. Nossa Senhora da Gloria, 1365 - Cavaleiros";Macae;RJ;NULL;NULL;NULL;NULL;F;F;F;1;" Sr. SERGIO CHUQUI";NULL;109;NULL;61329181000270;78188782;NULL;NULL;NULL
390;"MTR - MADALENA TRAT. DE RES. URBANOS LTDA";3;"Estr. Genalio Vilar Barbosa S/N - Osorio Bersot";"Sta. Maria madalena";RJ;"(22) 8114-8840";NULL;NULL;NULL;F;F;F;1;"Sr. Cristiano Martins";NULL;113;NULL;NULL;NULL;NULL;NULL;NULL
391;"Frontier Drilling do Brasil Ltda - Frontier";1;"AV. NOSSA SENHORA DA PENHA, 387 - SANTA LÃ?Â?CIA";VITORIA;ES;"(27) 3334-8634";NULL;NULL;NULL;F;F;F;1;"SrÂª Tatiana Silva";NULL;112;NULL;NULL;NULL;NULL;NULL;NULL
392;"Desmont Foxtrot Ltda";3;"Travessa Sana, 65 Impetiba";Macae;RJ;;FE012464;NULL;NULL;F;F;F;1;"Sra. Maria Alice Gomes";NULL;114;;NULL;NULL;NULL;NULL;NULL
393;"Brasdril Sociedade de Perf. Ltda - SS 62";1;"Rua da Perfuração, 1 - Lt Pq de Tubos - Imboassica";Macae;RJ;"(22) 2123-5600";NULL;NULL;NULL;F;F;F;1;"Srª Rosangela Cabral Fernandes";NULL;12;27925540;42101311000782;85968637;NULL;NULL;NULL
394;"Baker Hughes do Brasil Ltda - NS 23";1;"Av. JFM S/N Lote 28 QD. 04 - Lagomar";MacaÃ?Â©;RJ;(22)27652505;NULL;NULL;NULL;T;T;T;1;"Sr. Arildo S. Santos";NULL;3;NULL;42087254001453;77492470;NULL;NULL;NULL
395;"Baker Hughes Centrilift";1;"R. Amaral P. Km 184 lote 32 Qd. 5 - Lagomar";MacaÃ?Â©;RJ;"22 2791-9300";NULL;NULL;NULL;F;F;F;1;"Sr. Yuri Martos";...;115;NULL;42087254/0006-4;NULL;NULL;NULL;NULL
396;"Acergy Brasil S/A - POLAR QUEEN";1;"Av. Pref. Aristeu F. Silva, 1661 Novo Cavaleiros";Macae;RJ;NULL;NULL;NULL;NULL;T;T;T;1;"Sr. Joubert Tomaz de Souza Jr";NULL;1;NULL;42153155000108;83330670;NULL;NULL;NULL
397;"Pride do Brasil Serv. Petroleo Ltda - SS60";1;"Rua Internacional, 1000 - G. dos Cavaleiros";Macae;RJ;"(22) 27918100";NULL;NULL;NULL;F;F;F;1;"Sra. Veronica Rocha";NULL;20;NULL;04336088000178;10008212;NULL;NULL;NULL
398;"Alphatec Engenharia e Inspeção S/A - Área III Ri";1;"R. W-Dois, 176 Lote 15 Lagomar";Macae;RJ;(22)27730009;NULL;NULL;NULL;F;F;F;1;"Sra. Luziane Ribeiro";NULL;6;NULL;05928067000104;77659854;NULL;NULL;NULL
399;"Pride do Brasil Serv. Petroeo Ltda - SS48";1;"Rua Internacional, 1000 - G. dos Cavaleiros";Macae;RJ;"(22) 27918100";NULL;NULL;NULL;F;F;F;1;"Sra.  Veronica Rocha";...;20;NULL;04336088000178;10008212;NULL;NULL;NULL
400;"Baker Hughes do Brasil Ltda - SC77(BARRA DO FURADO";1;"Av. JFM S/N Lote 28 QD. 04 - Lagomar";MacaÃ?Â©;RJ;(22)27652505;NULL;NULL;NULL;F;F;F;1;"Sr. Arildo S. Santos";NULL;3;NULL;NULL;NULL;NULL;NULL;NULL
401;"Pan Marine do Brasil Ltda - Werdertor";1;"R. Acad. Paulo S. C. Vasconvelos,741 - G. Cav.";MacaÃ?Â©;RJ;(22)27739200;NULL;NULL;NULL;F;F;F;1;"SrÃ?Âª  Alcione Amaral de Aguiar";NULL;11;NULL;42519082000125;"R. Acad.";NULL;NULL;NULL
402;"Acergy Brasil S/A - POLAR QUEEN";1;"Av. Pref. Aristeu F. Silva, 1661 Novo Cavaleiros";Macae;RJ;NULL;NULL;NULL;NULL;F;F;F;1;"Sr. Joubert Tomaz de Souza Jr";NULL;117;NULL;42153155000108;83330670;NULL;NULL;NULL
403;"San Antonio Internacional Do Brasil Serv.Pet. LTDA";1;"Av. Pref. Aristeu F. Silva, 2185 - Novo Cavaleiros";Macae;RJ;(22)27636100;NULL;NULL;NULL;F;F;F;1;"Srª  Cassiana Porto";NULL;118;NULL;15676893000329;77118071;NULL;NULL;NULL
404;"Pan Marine do Brasil Ltda - Willian CoÃ?Â´Ã?Â­Mall";1;"R. Acad. Paulo S. C. Vasconvelos,741 - G. Cav.";MacaÃ?Â©;RJ;(22)27739200;NULL;NULL;NULL;F;F;F;1;"SrÃ?Âª  Alcione Amaral de Aguiar";NULL;11;NULL;42519082000125;80767935;NULL;NULL;NULL
405;"Cetco Serviços de Petroleo.";1;"Rua S 3 N 540 - Novo Cavaleiros";Macae;Rj;NULL;NULL;NULL;NULL;F;F;F;1;"Sr° Edson Lima";NULL;120;27933420;08470309000238;NULL;NULL;NULL;NULL
406;"Puras Do Brasil Sociedade Anonima";1;"Rua S 3 N 426 - Novo Cavaleiros";Macae;Rj;NULL;NULL;NULL;NULL;F;F;F;1;"Sr°  Bruno Ferreira De Oliveira";NULL;119;NULL;87001335065310;NULL;NULL;NULL;NULL
407;"Puras Do Brasil Sociedade Anonima -  Flotel";1;"Rua S 3 N 426 - Novo Cavaleiros";Macae;Rj;NULL;NULL;NULL;NULL;F;F;F;1;"Srº Bruno Ferreira De Oliveira";NULL;119;NULL;87001335065310;NULL;NULL;NULL;NULL
408;"Sealion do Brasil Navegaçao Ltda  Sealion Amazonia";1;"Estrada de Imboassica, 853 - Pq. de Tubos";Macae;Rj;"(22) 21051900";NULL;NULL;NULL;F;F;F;1;"Marco Melo";NULL;84;NULL;02873558000107;77213465;NULL;NULL;NULL
409;"Sealion do Brasil Navegaçao Ltda - Toisa Voyager";1;"Estrada de Imboassica, 853 - Pq. de Tubos";Macae;Rj;"(22) 21051900";NULL;NULL;NULL;F;F;F;1;"Marco Melo";NULL;84;NULL;02873558000107;77213465;NULL;NULL;NULL
410;"Sealion do Brasil Navegaçao Ltda - Toisa Sentine";1;"Estrada de Imboassica, 853 - Pq. de Tubos";Macae;Rj;"(22) 21051900";NULL;NULL;NULL;F;F;F;1;"Marco Melo";NULL;84;NULL;02873558000107;77213465;NULL;NULL;NULL
411;"Brasdril Sociedade de Perf. Ltda - SS 40";1;"Rua da Perfuração, 1 - Lt Pq de Tubos - Imboassica";Macae;RJ;"(22) 2123-5600";NULL;NULL;NULL;F;F;F;1;"Srª Rosangela Cabral Fernandes";...;12;27925540;NULL;NULL;NULL;NULL;NULL
412;"Brasdril Sociedade de Perf. Ltda - SS 56";1;"Rua da Perfuração, 1 - Lt Pq de Tubos - Imboassica";Macae;RJ;"(22) 2123-5600";NULL;NULL;NULL;F;F;F;1;"Srª Rosangela Cabral Fernandes";NULL;12;27925540;NULL;NULL;NULL;NULL;NULL
413;"Nort-Tec Comercio e Industria Ltda Me";3;"Rua Santo Antonio N 269 Tapera Campos dos Goytacazes";Campos;Rj;"22 27283000";NULL;NULL;NULL;F;F;F;1;;NULL;121;NULL;28977031000116;NULL;NULL;NULL;NULL
414;"Refrigeraçao Sudeste Ltda";3;"Av. Brasil, 11881";"Rio de Janeiro";RJ;(21)39769050;NULL;NULL;NULL;F;F;F;1;"Sr. Antonio Fialho";NULL;122;NULL;NULL;NULL;NULL;NULL;NULL
415;"Baker Hughes do Brasil Ltda - SPT60";1;"Av. JFM S/N Lote 28 QD. 04 - Lagomar";MacaÃ?Â©;RJ;"(22) 27652505";NULL;NULL;NULL;F;F;F;1;"Sr. Arildo S. Santos";NULL;3;NULL;NULL;NULL;NULL;NULL;NULL
416;"Sealion do Brasil Navegaçao Ltda  Toisa Conquero";1;"Estrada de Imboassica, 853 - Pq. de Tubos";Macae;RJ;"(22) 21051900";NULL;NULL;NULL;F;F;F;1;"Marco Melo";NULL;84;NULL;02873558000107;77213465;NULL;NULL;NULL
417;"Sealion do Brasil Navegaçao Ltda  Toisa Tiger";1;"Estrada de Imboassica, 853 - Pq. de Tubos";Macae;RJ;"(22) 21051900";NULL;NULL;NULL;F;F;F;1;"Marco Melo";NULL;84;NULL;02873558000107;77213465;NULL;NULL;NULL
418;"Sealion do Brasil Navegaçao Ltda  Toisa Voyager";1;"Estrada de Imboassica, 853 - Pq. de Tubos";Macae;RJ;"(22) 21051900";NULL;NULL;NULL;F;F;F;1;"Marco Melo";NULL;84;NULL;02873558000107;77213465;NULL;NULL;NULL
419;"Transocean Brasil Ltda - SOVEX";1;"Av. Pref. Aristeu F. Silva, 2.500 - N. Cavaleiros";Macae;RJ;"(22) 2791-4444";NULL;NULL;NULL;F;F;F;1;"Srª Daniele Azevedo";NULL;18;NULL;NULL;NULL;NULL;NULL;NULL
420;"Pan Marine do Brasil Ltda - Selabord";1;"R. Acad. Paulo S. C. Vasconvelos,741 - G. Cav.";MacaÃ?Â©;RJ;(22)27739200;NULL;NULL;NULL;F;F;F;1;"SrÃ?Âª  Alcione Amaral de Aguiar";NULL;11;NULL;42519082000125;80767935;NULL;NULL;NULL
421;"Pan Marine do Brasil Ltda - Richard M.Currence";1;"R. Acad. Paulo S. C. Vasconvelos,741 - G. Cav.";MacaÃ?Â©;RJ;(22)27739200;NULL;NULL;NULL;F;F;F;1;"SrÃ?Âª  Alcione Amaral de Aguiar";NULL;11;NULL;42519082000125;80767935;NULL;NULL;NULL
422;"Pride do Brasil Serv. Petroleo Ltda - SS 66";1;"Rua Internacional, 1000 - G. dos Cavaleiros";Macae;RJ;(22)27918100;NULL;NULL;NULL;F;F;F;1;"Sra. Veronica Rocha";NULL;20;NULL;04336088000178;10008212;NULL;NULL;NULL
423;"Halliburton Serv. Ltda - Paiois Explosivos";1;"Av. Pref. Aristeu Ferreira da Silva, 1000";Macae;RJ;"(22) 2791-4300";NULL;NULL;NULL;F;F;F;1;"Srª. Andreia Ferreira";NULL;100;NULL;29504214002473;85417940;NULL;NULL;NULL
424;"JOCEAN TRANSPORTES E SANEAMENTO LTDA";2;"RUA MINAS GERAIS - 205";CABEÃ?VA;SP;"(11) 45297642";NULL;NULL;NULL;F;F;F;1;"JOÃ?O CASTRO";NULL;123;NULL;NULL;NULL;NULL;NULL;NULL
425;"Pan Marine do Brasil Ltda  Oil Dirt";1;"R. Acad. Paulo S. C. Vasconvelos,741 - G. Cav.";MacaÃ©;RJ;(22)27739200;NULL;800.00;NULL;F;F;F;1;"SrÂª  Alcione Amaral de Aguiar";NULL;11;NULL;42519082000125;80767935;NULL;NULL;NULL
426;"Pan Marine do Brasil Ltda  Majestic Tide";1;"R. Acad. Paulo S. C. Vasconvelos,741 - G. Cav.";MacaÃ?Â©;RJ;(22)27739200;NULL;800.00;NULL;F;F;F;1;"SrÃ?Âª  Alcione Amaral de Aguiar";NULL;11;NULL;42519082000125;80767935;NULL;NULL;NULL
427;"Condominio Plaza Macae Ltda.";1;"Av.Aluisio da Silva Gomes S/N   Gloria";Macae;Rj;"22 33115455";NULL;NULL;NULL;F;F;F;1;"SrÂ° Julio Cesar Cerqueira Silva";...;124;27973000;0893192100080;NULL;NULL;NULL;NULL
428;"Elasa Elo Alimentaçao S/A";1;"Rua S N° 399  Novo Cavalheiros";Macae;Rj;"22 27933420";NULL;NULL;NULL;F;F;F;1;"Srª Fabiana Sanchees da Silva";NULL;125;NULL;NULL;NULL;NULL;NULL;NULL
429;"Enviro-Chemie Tratamento Especializados LTDA.";1;"Estr.da Curicica NÃ?Â° 1280 - Curicia Jacarepagua";"Rio de Janeiro";Rj;NULL;NULL;NULL;NULL;F;F;F;1;"SrÃ?Â° Narcio Brille";NULL;126;NULL;NULL;NULL;NULL;NULL;NULL
430;"Elasa Elo Alimentaçao S/A   Base Alimenta";1;"Rua S N° 399  Novo Cavalheiros";Macae;Rj;"22 27933420";NULL;NULL;NULL;F;F;F;1;"Srª Fabiana Sanchees da Silva";NULL;125;NULL;NULL;NULL;NULL;NULL;NULL
431;"Brasdril Sociedade de Perf. Ltda - SS 67 Worker";1;"Rua da Perfuração, 1 - Lt Pq de Tubos - Imboassica";Macae;RJ;"(22) 2123-5600";NULL;NULL;NULL;F;F;F;1;"Srª Rosangela Cabral Fernandes";...;12;27925540;42101311000782;85968637;NULL;NULL;NULL
432;"AeroleoTaxi Aereoeo S/A";1;"Estrada do Imburro, S/N";Macaé;RJ;NULL;NULL;NULL;NULL;F;F;F;1;;...;127;NULL;15209117000742;82888276;NULL;NULL;NULL
433;"Pride do Brasil Serv. Petroleo Ltda - Ang dos Rei";1;"Rua Internacional, 1000 - G. dos Cavaleiros";Macae;RJ;(22)27918100;NULL;NULL;NULL;F;F;F;1;"Sra.  Veronica Rocha";NULL;20;NULL;04336088000178;10008212;NULL;NULL;NULL
434;"Clean Quimica LTDA";2;"Estrada Rodrigues Caldas, 299 - Sala 315";"Rio de Janeiro";RJ;NULL;NULL;NULL;NULL;F;F;F;1;"Ricardo Medeiros";NULL;128;NULL;NULL;NULL;NULL;NULL;NULL
435;"Subsea7 do Brasil Serv. Ltda - Normand Seven";1;"R.do Cavaleiro/Lote 10, Quadra G/Mar do Norte - Rio das Ostras";"Rio de Janeiro";RJ;"(22) 3321-6450";NULL;NULL;NULL;T;T;T;1;"Srº  Wagner Piram";NULL;49;28890000;04.954.351/0006;77395175;NULL;NULL;NULL
436;"Ferpan Comercio de Metais Ltda - Cetco";1;"Rua Prof. Rodolfo Davi Gomes, 180 - Novo Cavaleiros";Macae;RJ;NULL;NULL;NULL;NULL;T;T;T;1;"Sra. Lorenna Vilela";NULL;75;NULL;NULL;NULL;NULL;NULL;NULL
437;"Modec Serv.de Petroleo do Brasil Ltda FPSO Niteroi";1;"Rua S-3, 770 - Lote 21 Quadra Y - Novo Cavaleiro";Macae;RJ;"(22) 2105-2440";NULL;NULL;NULL;F;F;F;1;"Sra. Priscila Nobrega";NULL;96;NULL;05217376000176;77428135;NULL;NULL;NULL
438;"Noble do Brasil S/C Ltda - SS 63";1;"Rua Alameda do Açude, 175 - Novo Cavaleiros";Macae;RJ;"(22) 27730101";NULL;NULL;NULL;F;F;F;1;"Sra. Paula Salles / Marcele Meireles";NULL;10;NULL;NULL;NULL;NULL;NULL;NULL
439;"Fugro Brasil Serv.Sub e Levant. LTDA  BASE I";1;"Av.Prefeito Aristeu da Silva, 1205 galpao B Parte Novo Cavaleiros";Macae;RJ;NULL;NULL;NULL;NULL;F;F;F;1;"Sra. Elaine Santos";NULL;130;NULL;;;NULL;NULL;NULL
440;"Fugro Brasil Serv.Sub e Levant. LTDA   BASE II";1;"Av.Prefeito Aristeu Ferreira da Silva,222 - Galpao B Parte Novo Cavaleiros";Macae;RJ;NULL;NULL;NULL;NULL;F;F;F;1;"Sra. Elaine Santos";NULL;131;NULL;;;NULL;NULL;NULL
441;"Transocean Brasil Ltda - NS 26 MILENNIUM";1;"Av. Pref. Aristeu F. Silva, 250 - N. Cavaleiros";Macae;RJ;"(22) 2791-4444";NULL;NULL;NULL;F;F;F;1;"SrÂª Daniele Azevedo";NULL;18;NULL;40278681000179;84662895;NULL;NULL;NULL
442;"Transocean Brasil Ltda - SS 37";1;"Av. Pref. Aristeu F. Silva, 250 - N. Cavaleiros";Macae;RJ;"(22) 2791-4444";NULL;NULL;NULL;F;F;F;1;"Srª Daniele Azevedo";NULL;18;NULL;40278681000179;84662895;NULL;NULL;NULL
443;"Brasdril Sociedade de Perf. Ltda  Ocean Quest";1;"Rua da Perfuração, 1 - Lt Pq de Tubos - Imboassica";Macae;RJ;"(22) 2123-5600";NULL;NULL;NULL;F;F;F;1;"Srª Rosangela Cabral Fernandes";NULL;12;27925540;42101311000782;85968637;NULL;NULL;NULL
444;"PREFEITURA DE MACAÃ?";1;"AVN FELICIANO SODRE, 534 - PAÃ?O MUNICIPAL - CENTRO";MACAÃ?;RJ;NULL;NULL;NULL;NULL;F;F;F;1;;NULL;132;NULL;251154740001-60;NULL;NULL;NULL;NULL
445;"Petroserv S.A. -  Atlantic Zephyr";1;"Estrada de Imboassica, 853 - Parte - Imboassica";Macae;RJ;(22)27919900;NULL;NULL;NULL;F;F;F;1;"Eng. Orlando Ricardo Villela";NULL;41;NULL;30508345000200;85769359;NULL;NULL;NULL
446;"Transocean Brasil Ltda - Sedco 706 Ilha Rasa";1;"Av. Pref. Aristeu F. Silva, 2.500 - N. Cavaleiros";Macae;RJ;"(22) 2791-4444";NULL;NULL;NULL;F;F;F;1;"Srª Daniele Azevedo";NULL;18;27970430;NULL;NULL;NULL;NULL;NULL
447;"Seadrill Serviços de Petroleo LTDA";1;"Av.Presidente Wilson NÂ° 231, SalÃ£o 502 (Parte)";"Rio de Janeiro";Rj;;NULL;NULL;NULL;F;F;F;1;;NULL;133;NULL;xxxxxxxxxxxxxxx;NULL;NULL;NULL;NULL
448;"Seadrill Seviços de Petroleo LTDA   SS68";1;"Av.Presidente Wilson NÂ° 231, SalÃ£o 502 (Parte)";"Rio de Janeiro";RJ;;;NULL;NULL;F;F;F;1;;NULL;133;NULL;;;NULL;NULL;NULL
449;"Noble do Brasil S/C Ltda - Dave Beard";1;"Rua Alameda do Açude, 175 - Novo Cavaleiros";Macaé;RJ;NULL;NULL;NULL;NULL;T;T;T;1;"Sra. Paula Salles / Marcele Meireles";NULL;10;NULL;40330078000199;10000890;NULL;NULL;NULL
450;"Fugro Brasil Serv.Sub e Levant. LTDA BaseInteq Die";1;"Av.Prefeito Aristeu da Silva, 1205 galpao B Parte Novo Cavaleiros";Macae;RJ;NULL;NULL;NULL;NULL;F;F;F;1;"Sra. Elaine Santos";NULL;130;NULL;NULL;NULL;NULL;NULL;NULL
451;"Pride do Brasil Serv. Petroleo Ltda - Base Varco";1;"Rua Internacional, 1000 - G. dos Cavaleiros";Macae;RJ;(22)27918100;NULL;NULL;NULL;F;F;F;1;"Sra. Veronica Rocha";NULL;20;NULL;04336088000178;10008212;NULL;NULL;NULL
452;"Elasa Elo Alimentaçao S/A   Base Vix";1;"Rua S N° 399  Novo Cavalheiros";Macae;Rj;"22 27933420";NULL;NULL;NULL;F;F;F;1;"Srª Fabiana Sanchees da Silva";NULL;125;NULL;NULL;NULL;NULL;NULL;NULL
453;"Construtora Zadar LTDA.";3;"Fazenda Sao Sebastiao dos Quarenta, Barreto e Pindobas / Zona Rural";Macae;RJ;NULL;NULL;NULL;NULL;F;F;F;1;"Sr° Edwin Alvaro Zuleta Iturri";NULL;134;NULL;NULL;NULL;NULL;NULL;NULL
454;"Technip Brasil - Eng., Inste ApoioNormand Progress";1;"Rua Maria Braga Lima,  62 - Cajueiros";Macae;RJ;"(22) 2763-3924";NULL;NULL;NULL;F;F;F;1;"Sr. Fabio Rocha";NULL;108;NULL;68915891002002;78299657;NULL;NULL;NULL
455;"Queiroz Galvao oleo e Gas S.A   SS20 Olinda Star";1;"Av. Pref. Aristeu F. Silva, 2779 - N. Cavaleiros";Macae;RJ;"(22) 2773-0500";NULL;NULL;NULL;F;F;F;1;"Sr MARTHA ROCHA LEMOS.";NULL;21;NULL;30521090000631;85768697;NULL;NULL;NULL
456;"Construtora Zadar LTDA (4ª via entregue)";3;xxxxxxxxxxxxxx;xxxxxxxxxxxx;rj;xxxxxxxxxxxx;NULL;NULL;NULL;F;F;F;1;"Edwin Alvaro Zuleta Iturri";NULL;134;NULL;NULL;NULL;NULL;NULL;NULL
457;"CRR Centro de Recicl. Rio Ltda (4ª via entregue)";3;xxxxxxxxxxxxxxxxxxxxxxxx;xxxxxxxxxxx;rj;xxxxxxxxxxxx;NULL;NULL;NULL;F;F;F;1;"Sr° Paulo Cesar Lannes";NULL;73;NULL;NULL;NULL;NULL;NULL;NULL
458;"Desentupidora Guanabara LTDA.";2;"Rua Lemos de Brito, 65 - Quintino / Bocaiuva";"Rio de Janeiro";RJ;NULL;NULL;NULL;NULL;T;T;T;1;;NULL;135;NULL;NULL;NULL;NULL;NULL;NULL
459;"Aguas de Niteroi LTDA.";3;"Rua Marques do Parana, 110 - Centro / Niteroi";"Rio de Janeiro";RJ;NULL;NULL;NULL;NULL;T;T;T;1;;NULL;136;NULL;NULL;NULL;NULL;NULL;NULL
460;"R.P.Filho Serviços Hidraulicos LTDA";1;"Rua Academico P.Sergio Vasconcelos,707 A B-N.Cavaleiros";Macae;Rj;(22)2773-4646;NULL;NULL;NULL;F;F;F;1;"Julio Cesar de Souza da Silva";...;137;NULL;NULL;NULL;NULL;NULL;NULL
461;"Halliburton Serv. Ltda - Base PWS";1;"Av. Pref. Aristeu Ferreira da Silva, 1000";Macae;RJ;"(22) 2791-4300";NULL;NULL;NULL;T;T;T;1;"Srª. Andreia Ferreira";NULL;100;NULL;NULL;NULL;NULL;NULL;NULL
463;"Transocean Brasil Ltda - SS 40";1;"Av. Pref. Aristeu F. Silva, 250 - N. Cavaleiros";Macae;RJ;"(22) 2791-4444";NULL;NULL;NULL;F;F;F;1;"Srª Daniele Azevedo";NULL;18;NULL;40278681000179;84662895;NULL;NULL;NULL
464;"Transocean Brasil Ltda - SS 52";1;"Av. Pref. Aristeu F. Silva, 250 - N. Cavaleiros";Macae;RJ;"(22) 2791-4444";NULL;NULL;NULL;F;F;F;1;"Srª Daniele Azevedo";NULL;18;NULL;40278681000179;84662895;NULL;NULL;NULL
465;"Transocean Brasil Ltda - SS 55";1;"Av. Pref. Aristeu F. Silva, 250 - N. Cavaleiros";Macae;RJ;"(22) 2791-4444";NULL;NULL;NULL;F;F;F;1;"Srª Daniele Azevedo";NULL;18;NULL;40278681000179;84662895;NULL;NULL;NULL
466;"Transocean Brasil Ltda - SS 64";1;"Av. Pref. Aristeu F. Silva, 250 - N. Cavaleiros";Macae;RJ;"(22) 2791-4444";NULL;NULL;NULL;F;F;F;1;"Srª Daniele Azevedo";NULL;18;NULL;40278681000179;84662895;NULL;NULL;NULL
467;"CN2 Transportes Rodoviários de Cargas LTDA.";2;"AV. Mascarenhas de Moraes, 914 - Chacara Rio Petropolis";"Duque de Caxias";RJ;"(21) 3654-2910";FE013579;NULL;NULL;T;T;T;1;"Carlos Ney Motta";NULL;138;NULL;NULL;NULL;NULL;NULL;NULL
468;"Haztec Tecnologia e Planejamento Ambiental S.A";3;"Rua Nelson da Silva, 288 - Distrito Industrial - Santa Crus";"Rio de Jaeniro";RJ;"(21) 3974-9106";FE015050;NULL;NULL;T;T;T;1;"Romualdo de Souza Junior";NULL;139;NULL;NULL;NULL;NULL;NULL;NULL
